index,importance,sport,frequency,how_alone,how_small_groups,how_big_groups,independence,interdependence,sex,age,education
893,7,Snowboarding,4,True,True,False,5.58333333333333,4.83333333333333,f,31,7
894,7,Dance,2,False,True,True,5,4.75,f,23,8
895,7,Handball,7,False,False,True,5.25,5.58333333333333,m,21,7
898,7,Gymnastics,6,False,True,True,4.16666666666667,4.66666666666667,f,20,7
902,7,Acrobatics,4,False,True,False,5,4.75,f,21,7
904,7,Snowboarding,6,False,True,False,3.58333333333333,4.91666666666667,f,20,7
905,6,Soccer,5,False,True,False,5.58333333333333,4.83333333333333,m,22,7
906,7,Basketball,6,False,True,False,5.66666666666667,6.33333333333333,m,23,7
907,7,Martial Arts Tricking,5,True,True,True,4.33333333333333,5.33333333333333,m,23,8
911,7,Basketball,4,False,False,True,4.66666666666667,4.83333333333333,m,22,7
912,1,Soccer,6,True,False,True,3.83333333333333,5.75,m,25,7
914,7,Running,4,True,False,True,4.33333333333333,5.08333333333333,m,22,7
918,7,Running,5,True,True,False,3.75,4.41666666666667,f,42,5
924,7,Soccer,6,False,True,False,4.75,4,m,19,7
925,6,Soccer,8,False,True,False,5.16666666666667,5.58333333333333,m,22,7
926,5,Basketball,2,True,True,False,4.5,4.33333333333333,f,22,7
927,6,Running,5,True,False,False,3.41666666666667,5.16666666666667,f,40,8
950,7,Soccer,6,False,False,False,5.16666666666667,5.33333333333333,m,22,7
960,7,Skiing,5,False,False,True,4.25,4.91666666666667,f,22,7
